,house_details,price_lakh,other_details
30,"3 BHK Villa  - 1,500 sq ft AMITY KE PASS VILLAAmity Road, Lucknow",50,StatusReady to moveBathrooms3Additional Rooms1 rooms(pooja room)
31,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",50,StatusReady to moveBathrooms2New/ResaleResale
32,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
33,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",47,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
34,"3 BHK Villa  - 1,500 sq ft amity villaAmity University Road, Lucknow",49.9,Carpet area1000 sq ftStatusReady to moveBathrooms3Additional Rooms1 rooms(servant room)
35,"1 BHK Independent House  - 520 sq ftjankipuram vistar, Lucknow",12,Carpet area440 sq ftStatusReady to moveBathrooms1New/ResaleNew
36,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",45,StatusReady to moveBathrooms2New/ResaleResale
37,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
38,"2 BHK Independent House  - 1,250 sq ft Rolex amantran villaTiwariganj, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
39,"2 BHK Villa  - 1,250 sq ft Amantran villa opp to bbd universityTiwariganj, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
40,"2 BHK Villa  - 1,100 sq ft ROLEX JANKI VIHARMalhaur Station Road, Lucknow",46,StatusReady to moveBathrooms2Balconies1
41,"2 BHK Villa  - 1,250 sq ft ROLEX YASHPARK CITY adjecent shalimar paradiseFaizabad Road, Lucknow",46.99,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
42,"2 BHK Villa  - 1,250 sq ft Yash park city villaFaizabad Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
43,"2 BHK Villa  - 1,250 sq ft Yash park city villaFaizabad Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
44,"2 BHK Villa  - 750 sq ft Amity villaLolai, Lucknow",36,StatusReady to moveBathrooms2New/ResaleNew
45,"2 BHK Villa  - 1,250 sq ft Amantran villa opp to bbdFaizabad Road, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
46,"2 BHK Villa  - 1,250 sq ft Yash park city villaFaizabad Road, Lucknow",49,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
47,"2 BHK Villa  - 1,250 sq ft AMANTRAN VILLA BBDFaizabad Road, Lucknow",50,Carpet area1015 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
48,"2 BHK Villa  - 1,200 sq ft Rolex yash park villa adjecent Shalimar pairadiseFaizabad Road, Lucknow",47,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
49,"2 BHK Villa  - 1,300 sq ft Rolex janki viharChinhat, Lucknow",47,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
50,"2 BHK Villa  - 1,250 sq ft Rolex yash park city villaFaizabad Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
51,"2 BHK Villa  - 1,250 sq ft yash park city safedabadSafedabad, Lucknow",45,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
52,"2 BHK Villa  - 1,250 sq ft Rolex yash park cityFaizabad Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
53,"2 BHK Villa  - 1,200 sq ft Yash Park CitysafedabadFaizabad Lucknow Road, Lucknow",47,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
54,"2 BHK Villa  - 1,250 sq ft ROLEX JANKI VIHARMalhaur Station Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
55,"2 BHK Villa  - 1,250 sq ft Yash park cityadjecent shalimar paradiseFaizabad Road, Lucknow",45,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
56,"2 BHK Independent House  - 1,200 sq ftBakshi Ka Talab, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
57,"2 BHK Independent House  - 1,250 sq ftKursi Road, Lucknow",38,Carpet area977 sq ftStatusReady to moveBathrooms2Balconies1
58,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusUnder ConstructionBathrooms2Balconies1
59,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2Balconies1
60,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,StatusUnder ConstructionBathrooms2New/ResaleNew
61,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusUnder ConstructionBathrooms2Balconies1
62,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,StatusReady to moveBathrooms2New/ResaleNew
63,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
64,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
65,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusUnder ConstructionBathrooms2Balconies1
66,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
67,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
68,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
69,"2 BHK Independent House  - 1,250 sq ftKursi Road, Lucknow",38,Carpet area977 sq ftStatusReady to moveBathrooms2Balconies1
70,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusReady to moveBathrooms2Balconies1
71,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
72,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2Balconies1
73,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
74,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
75,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusReady to moveBathrooms2Balconies1
76,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
77,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
78,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
79,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
80,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
81,"2 BHK Independent House  - 900 sq ftBakshi Ka Talab, Lucknow",22.5,StatusReady to moveBathrooms2New/ResaleNew
82,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
83,"2 BHK Independent House  - 1,000 sq ftBakshi Ka Talab, Lucknow",32,StatusReady to moveBathrooms2New/ResaleNew
84,"2 BHK Independent House  - 1,260 sq ftKursi Road, Lucknow",45,Carpet area786 sq ftStatusReady to moveBathrooms2Balconies1
85,"2 BHK Independent House  - 1,260 sq ftKursi Road, Lucknow",45,Carpet area786 sq ftStatusReady to moveBathrooms2New/ResaleNew
86,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusUnder ConstructionBathrooms2New/ResaleNew
87,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
88,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusReady to moveBathrooms2Balconies1
89,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
90,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
91,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
92,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
93,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area704 sq ftStatusUnder ConstructionBathrooms2Balconies1
94,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
95,"2 BHK Independent House  - 1,200 sq ftBakshi Ka Talab, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
96,"2 BHK Independent House  - 1,250 sq ftKursi Road, Lucknow",38,Carpet area977 sq ftStatusReady to moveBathrooms2Balconies1
97,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,StatusReady to moveBathrooms2New/ResaleNew
98,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusUnder ConstructionBathrooms2Balconies1
99,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusUnder ConstructionBathrooms2Balconies1
100,"2 BHK Independent House  - 1,000 sq ftBakshi Ka Talab, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
101,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
102,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
